date,city,year,month,month_name,season,temp_max,temp_min,temp_avg,rainfall_mm,humidity_pct,wind_kmph,visibility_km,aqi,condition
2016-01-09,Kolkata,2016,1,Jan,Winter,27.1,17.3,22.2,0.0,77,18.7,14.5,218,Clear
2016-01-10,Kolkata,2016,1,Jan,Winter,27.8,14.9,21.4,0.0,67,7.5,17.7,209,Clear
2016-01-11,Kolkata,2016,1,Jan,Winter,28.2,16.9,22.5,0.0,80,20.4,19.6,181,Clear
2016-01-12,Kolkata,2016,1,Jan,Winter,25.4,16.6,21.0,0.0,74,20.8,14.2,157,Clear
2016-01-13,Kolkata,2016,1,Jan,Winter,27.9,18.2,23.0,0.0,73,30.8,21.0,156,Clear
2016-01-14,Kolkata,2016,1,Jan,Winter,28.2,20.5,24.4,0.0,67,22.9,6.6,192,Clear
2016-01-15,Kolkata,2016,1,Jan,Winter,28.4,17.0,22.7,0.0,70,18.0,9.0,160,Clear
2016-01-16,Kolkata,2016,1,Jan,Winter,26.9,18.0,22.4,0.0,60,19.5,10.8,171,Clear
2016-01-17,Kolkata,2016,1,Jan,Winter,30.1,16.4,23.2,0.0,65,5.2,15.7,207,Clear
2016-01-18,Kolkata,2016,1,Jan,Winter,24.6,17.9,21.2,0.0,68,17.8,21.7,160,Clear
2016-01-19,Kolkata,2016,1,Jan,Winter,27.8,16.3,22.1,0.0,70,17.4,13.8,107,Clear
2016-01-20,Kolkata,2016,1,Jan,Winter,27.2,17.8,22.5,0.0,72,25.0,16.5,128,Clear
2016-01-21,Kolkata,2016,1,Jan,Winter,26.4,15.9,21.1,0.0,58,26.2,25.0,149,Clear
2016-01-22,Kolkata,2016,1,Jan,Winter,27.3,15.9,21.6,0.0,73,27.8,17.5,200,Clear
2016-01-23,Kolkata,2016,1,Jan,Winter,29.3,19.1,24.2,0.0,73,11.2,11.8,165,Clear
2016-01-24,Kolkata,2016,1,Jan,Winter,26.6,15.4,21.0,0.0,71,19.0,10.5,168,Clear
2016-01-25,Kolkata,2016,1,Jan,Winter,25.3,17.3,21.3,0.0,67,20.6,18.0,194,Clear
2016-01-26,Kolkata,2016,1,Jan,Winter,29.7,17.6,23.6,0.0,71,25.4,7.1,157,Clear
2016-01-27,Kolkata,2016,1,Jan,Winter,26.3,16.1,21.2,0.0,70,34.7,13.9,185,Clear
2016-01-28,Kolkata,2016,1,Jan,Winter,25.8,16.1,21.0,0.0,67,12.1,22.5,158,Clear
2016-01-29,Kolkata,2016,1,Jan,Winter,25.9,17.6,21.8,0.0,72,31.6,16.8,212,Clear
2016-01-30,Kolkata,2016,1,Jan,Winter,25.3,16.9,21.1,0.0,75,12.6,15.5,134,Clear
2016-01-31,Kolkata,2016,1,Jan,Winter,27.0,15.3,21.1,0.0,68,7.8,13.9,185,Clear
2016-02-01,Kolkata,2016,2,Feb,Winter,27.0,19.6,23.3,0.0,68,1.0,18.8,181,Clear
2016-02-02,Kolkata,2016,2,Feb,Winter,28.5,20.1,24.3,0.0,82,18.9,20.9,120,Clear
2016-02-03,Kolkata,2016,2,Feb,Winter,29.6,19.6,24.6,0.0,74,6.7,12.2,179,Clear
2016-02-04,Kolkata,2016,2,Feb,Winter,28.9,18.6,23.8,0.0,75,12.5,13.0,187,Clear
2016-02-05,Kolkata,2016,2,Feb,Winter,30.7,19.4,25.0,0.0,80,30.6,23.9,139,Clear
2016-02-06,Kolkata,2016,2,Feb,Winter,28.9,19.2,24.0,0.0,66,16.4,11.6,105,Clear
2016-02-07,Kolkata,2016,2,Feb,Winter,27.5,19.1,23.3,0.0,80,7.5,21.2,170,Clear
2016-02-08,Kolkata,2016,2,Feb,Winter,28.8,18.0,23.4,0.0,69,16.0,18.7,165,Clear
2016-02-09,Kolkata,2016,2,Feb,Winter,31.7,17.7,24.7,2.0,76,25.0,16.9,142,Light Rain
2016-02-10,Kolkata,2016,2,Feb,Winter,30.6,18.7,24.6,0.0,63,18.6,9.2,151,Clear
2016-02-11,Kolkata,2016,2,Feb,Winter,30.1,18.9,24.5,0.0,71,27.3,3.7,203,Clear
2016-02-12,Kolkata,2016,2,Feb,Winter,29.3,19.0,24.1,0.0,71,23.1,20.1,162,Clear
2016-02-13,Kolkata,2016,2,Feb,Winter,28.8,19.8,24.3,2.7,66,13.0,13.4,208,Light Rain
2016-02-14,Kolkata,2016,2,Feb,Winter,28.7,18.3,23.5,0.0,76,11.1,24.0,147,Clear
2016-02-15,Kolkata,2016,2,Feb,Winter,28.4,18.8,23.6,0.0,75,25.0,16.6,153,Clear
2016-02-16,Kolkata,2016,2,Feb,Winter,27.3,19.5,23.4,0.0,74,25.1,8.4,170,Clear
2016-02-17,Kolkata,2016,2,Feb,Winter,27.2,19.2,23.2,0.0,69,12.4,21.6,203,Clear
2016-02-18,Kolkata,2016,2,Feb,Winter,29.4,18.3,23.9,0.0,75,25.2,14.9,194,Clear
2016-02-19,Kolkata,2016,2,Feb,Winter,29.1,18.4,23.8,0.0,73,9.1,10.2,121,Clear
2016-02-20,Kolkata,2016,2,Feb,Winter,31.3,18.4,24.9,0.0,78,2.5,25.0,163,Clear
2016-02-21,Kolkata,2016,2,Feb,Winter,29.5,17.6,23.6,0.0,71,12.8,10.4,160,Clear
2016-02-22,Kolkata,2016,2,Feb,Winter,26.5,21.4,23.9,7.3,73,17.7,14.7,215,Light Rain
2016-02-23,Kolkata,2016,2,Feb,Winter,30.7,19.2,24.9,0.0,75,27.4,12.0,123,Clear
2016-02-24,Kolkata,2016,2,Feb,Winter,29.9,20.5,25.2,0.0,63,13.1,13.8,140,Clear
2016-02-25,Kolkata,2016,2,Feb,Winter,28.8,17.7,23.2,0.0,70,23.6,4.7,138,Clear
2016-02-26,Kolkata,2016,2,Feb,Winter,31.1,18.1,24.6,0.0,59,19.4,14.6,174,Clear
2016-02-27,Kolkata,2016,2,Feb,Winter,29.1,20.6,24.9,2.3,76,8.7,15.5,201,Light Rain
2016-02-28,Kolkata,2016,2,Feb,Winter,27.0,20.5,23.8,0.0,76,28.2,25.0,144,Clear
2016-02-29,Kolkata,2016,2,Feb,Winter,30.3,17.5,23.9,0.0,68,33.4,18.8,151,Clear
2016-03-01,Kolkata,2016,3,Mar,Summer,31.7,23.0,27.4,1.5,65,15.6,24.2,101,Light Rain
2016-03-02,Kolkata,2016,3,Mar,Summer,30.8,22.6,26.7,0.0,80,5.3,15.0,132,Clear
2016-03-03,Kolkata,2016,3,Mar,Summer,31.3,23.3,27.3,8.3,78,9.2,20.3,115,Light Rain
2016-03-04,Kolkata,2016,3,Mar,Summer,34.2,21.6,27.9,0.0,68,4.7,11.6,104,Clear
2016-03-05,Kolkata,2016,3,Mar,Summer,31.1,22.2,26.6,8.0,76,19.8,12.5,105,Light Rain
2016-03-06,Kolkata,2016,3,Mar,Summer,32.8,23.2,28.0,0.0,73,14.4,13.8,113,Clear
2016-03-07,Kolkata,2016,3,Mar,Summer,28.6,23.7,26.1,0.0,67,15.7,11.6,132,Clear
2016-03-08,Kolkata,2016,3,Mar,Summer,34.6,22.9,28.8,0.0,71,17.7,14.9,140,Clear
2016-03-09,Kolkata,2016,3,Mar,Summer,37.6,22.8,30.2,0.8,67,24.1,19.7,66,Light Rain
2016-03-10,Kolkata,2016,3,Mar,Summer,34.3,24.1,29.2,0.0,72,15.9,20.3,159,Clear
2016-03-11,Kolkata,2016,3,Mar,Summer,32.9,23.3,28.1,0.0,75,32.3,21.5,94,Clear
2016-03-12,Kolkata,2016,3,Mar,Summer,34.9,20.5,27.7,0.0,74,40.8,8.7,105,Clear
2016-03-13,Kolkata,2016,3,Mar,Summer,32.3,22.6,27.4,0.0,76,24.9,18.4,116,Clear
2016-03-14,Kolkata,2016,3,Mar,Summer,34.2,22.4,28.3,0.0,75,22.2,11.5,108,Clear
2016-03-15,Kolkata,2016,3,Mar,Summer,33.2,22.9,28.1,0.3,69,14.9,11.7,62,Light Rain
2016-03-16,Kolkata,2016,3,Mar,Summer,31.7,23.1,27.4,0.0,73,10.3,12.4,53,Clear
2016-03-17,Kolkata,2016,3,Mar,Summer,36.3,24.8,30.5,0.0,68,19.1,10.6,140,Hot
2016-03-18,Kolkata,2016,3,Mar,Summer,34.0,21.5,27.8,0.0,67,17.4,21.9,98,Clear
2016-03-19,Kolkata,2016,3,Mar,Summer,35.0,23.4,29.2,0.0,67,14.7,18.2,135,Clear
2016-03-20,Kolkata,2016,3,Mar,Summer,34.4,23.3,28.9,4.0,73,45.4,16.7,181,Light Rain
2016-03-21,Kolkata,2016,3,Mar,Summer,35.2,23.2,29.2,0.0,69,18.4,18.8,126,Clear
2016-03-22,Kolkata,2016,3,Mar,Summer,31.7,23.5,27.6,0.0,68,30.6,9.4,71,Clear
2016-03-23,Kolkata,2016,3,Mar,Summer,33.5,22.5,28.0,0.0,74,29.3,24.1,68,Clear
2016-03-24,Kolkata,2016,3,Mar,Summer,32.6,24.0,28.3,0.0,77,5.9,12.8,167,Clear
2016-03-25,Kolkata,2016,3,Mar,Summer,32.5,24.2,28.4,0.0,78,27.3,14.6,149,Clear
2016-03-26,Kolkata,2016,3,Mar,Summer,32.7,20.8,26.8,2.6,66,15.0,10.4,128,Light Rain
2016-03-27,Kolkata,2016,3,Mar,Summer,34.6,23.8,29.2,0.1,76,28.8,17.4,73,Light Rain
2016-03-28,Kolkata,2016,3,Mar,Summer,31.8,22.9,27.4,3.0,72,19.3,18.5,53,Light Rain
2016-03-29,Kolkata,2016,3,Mar,Summer,32.0,23.6,27.8,0.0,75,44.2,21.9,89,Clear
2016-03-30,Kolkata,2016,3,Mar,Summer,35.7,23.7,29.7,3.6,74,27.9,9.5,131,Light Rain
2016-03-31,Kolkata,2016,3,Mar,Summer,32.7,23.3,28.0,0.0,75,15.5,8.3,106,Clear
2016-04-01,Kolkata,2016,4,Apr,Summer,35.7,28.2,32.0,4.5,73,29.2,9.1,115,Light Rain
2016-04-02,Kolkata,2016,4,Apr,Summer,36.0,29.0,32.5,0.0,83,22.4,19.4,150,Clear
2016-04-03,Kolkata,2016,4,Apr,Summer,38.2,26.1,32.2,0.0,69,14.4,6.3,139,Hot
2016-04-04,Kolkata,2016,4,Apr,Summer,35.2,28.0,31.6,0.0,68,16.2,17.8,155,Clear
2016-04-05,Kolkata,2016,4,Apr,Summer,38.3,26.9,32.6,0.0,71,8.6,18.2,107,Hot
2016-04-06,Kolkata,2016,4,Apr,Summer,35.6,28.0,31.8,2.5,69,22.5,12.3,94,Light Rain
2016-04-07,Kolkata,2016,4,Apr,Summer,36.5,27.1,31.8,0.0,78,20.6,18.3,143,Hot
2016-04-08,Kolkata,2016,4,Apr,Summer,38.0,26.4,32.2,0.0,70,17.7,22.5,67,Hot
2016-04-09,Kolkata,2016,4,Apr,Summer,36.9,27.0,31.9,1.9,73,14.8,11.1,99,Light Rain
2016-04-10,Kolkata,2016,4,Apr,Summer,34.0,24.7,29.4,0.0,67,8.5,18.3,147,Clear
2016-04-11,Kolkata,2016,4,Apr,Summer,37.5,24.8,31.1,0.0,64,20.8,14.1,54,Hot
2016-04-12,Kolkata,2016,4,Apr,Summer,35.8,25.8,30.8,0.0,79,23.6,13.6,116,Clear
2016-04-13,Kolkata,2016,4,Apr,Summer,37.3,27.1,32.2,0.0,81,29.3,22.6,119,Hot
2016-04-14,Kolkata,2016,4,Apr,Summer,36.5,25.6,31.1,0.0,67,26.1,8.6,104,Hot
2016-04-15,Kolkata,2016,4,Apr,Summer,35.0,26.9,30.9,0.0,66,23.3,13.8,85,Clear
2016-04-16,Kolkata,2016,4,Apr,Summer,35.6,27.2,31.4,0.0,72,13.6,13.4,95,Clear
2016-04-17,Kolkata,2016,4,Apr,Summer,33.8,27.0,30.4,0.0,64,10.9,16.6,102,Clear
2016-04-18,Kolkata,2016,4,Apr,Summer,39.3,26.1,32.7,0.0,69,19.3,14.8,141,Hot
2016-04-19,Kolkata,2016,4,Apr,Summer,38.0,28.7,33.4,0.0,63,24.3,10.1,123,Hot
2016-04-20,Kolkata,2016,4,Apr,Summer,36.7,26.2,31.5,0.0,77,4.6,24.1,128,Hot
2016-04-21,Kolkata,2016,4,Apr,Summer,37.3,26.9,32.1,0.0,70,21.7,8.0,20,Hot
2016-04-22,Kolkata,2016,4,Apr,Summer,37.2,26.1,31.7,0.0,67,5.4,21.0,164,Hot
2016-04-23,Kolkata,2016,4,Apr,Summer,37.0,26.9,31.9,0.0,74,20.9,12.4,146,Hot
2016-04-24,Kolkata,2016,4,Apr,Summer,38.7,27.9,33.3,0.0,80,24.2,11.7,112,Hot
2016-04-25,Kolkata,2016,4,Apr,Summer,38.4,25.8,32.1,0.0,70,5.3,25.0,122,Hot
2016-04-26,Kolkata,2016,4,Apr,Summer,37.9,25.2,31.5,0.0,77,20.5,6.0,123,Hot
2016-04-27,Kolkata,2016,4,Apr,Summer,35.6,27.1,31.4,0.0,75,19.6,5.8,117,Clear
2016-04-28,Kolkata,2016,4,Apr,Summer,38.3,26.8,32.5,0.0,74,22.3,4.9,147,Hot
2016-04-29,Kolkata,2016,4,Apr,Summer,36.2,26.2,31.2,0.0,68,27.8,22.4,124,Hot
2016-04-30,Kolkata,2016,4,Apr,Summer,36.3,30.5,33.4,0.0,71,12.8,20.1,106,Hot
2016-05-01,Kolkata,2016,5,May,Summer,42.2,28.0,35.1,0.0,71,30.3,17.4,101,Extreme Heat
2016-05-02,Kolkata,2016,5,May,Summer,37.7,27.7,32.7,0.0,65,25.8,18.9,125,Hot
2016-05-03,Kolkata,2016,5,May,Summer,37.4,28.7,33.0,0.0,73,28.1,16.8,113,Hot
2016-05-04,Kolkata,2016,5,May,Summer,37.6,30.1,33.9,0.0,70,6.7,10.6,130,Hot
2016-05-05,Kolkata,2016,5,May,Summer,40.1,25.8,33.0,0.0,71,7.7,17.0,127,Hot
2016-05-06,Kolkata,2016,5,May,Summer,37.4,29.1,33.2,0.1,72,17.8,20.1,135,Light Rain
2016-05-07,Kolkata,2016,5,May,Summer,38.2,28.7,33.5,0.0,74,19.7,22.8,101,Hot
2016-05-08,Kolkata,2016,5,May,Summer,40.1,29.6,34.9,0.1,68,19.8,13.8,116,Light Rain
2016-05-09,Kolkata,2016,5,May,Summer,38.3,30.9,34.6,0.0,71,16.9,17.2,143,Hot
2016-05-10,Kolkata,2016,5,May,Summer,39.1,28.7,33.9,4.4,75,18.9,12.8,142,Light Rain
2016-05-11,Kolkata,2016,5,May,Summer,38.5,31.3,34.9,0.0,72,23.3,15.1,190,Hot
2016-05-12,Kolkata,2016,5,May,Summer,37.5,28.6,33.0,1.3,67,14.4,13.6,99,Light Rain
2016-05-13,Kolkata,2016,5,May,Summer,36.0,29.2,32.6,0.0,77,13.5,6.8,112,Clear
2016-05-14,Kolkata,2016,5,May,Summer,40.6,29.2,34.9,0.0,68,9.6,18.5,103,Hot
2016-05-15,Kolkata,2016,5,May,Summer,38.3,28.3,33.3,0.0,73,18.9,15.3,81,Hot
2016-05-16,Kolkata,2016,5,May,Summer,37.5,28.3,32.9,0.0,73,22.4,22.3,84,Hot
2016-05-17,Kolkata,2016,5,May,Summer,40.1,27.0,33.5,0.0,73,5.9,8.9,132,Hot
2016-05-18,Kolkata,2016,5,May,Summer,39.3,28.7,34.0,0.0,65,21.0,15.4,131,Hot
2016-05-19,Kolkata,2016,5,May,Summer,36.4,29.8,33.1,0.0,69,20.3,14.7,84,Hot
2016-05-20,Kolkata,2016,5,May,Summer,38.4,28.0,33.2,0.0,69,10.7,17.0,84,Hot
2016-05-21,Kolkata,2016,5,May,Summer,39.9,33.0,36.5,0.0,70,5.3,25.0,120,Hot
2016-05-22,Kolkata,2016,5,May,Summer,38.8,28.6,33.7,0.0,66,15.3,11.1,86,Hot
2016-05-23,Kolkata,2016,5,May,Summer,39.9,30.2,35.0,0.0,70,22.0,25.0,84,Hot
2016-05-24,Kolkata,2016,5,May,Summer,36.6,30.0,33.3,0.0,68,13.8,15.6,147,Hot
2016-05-25,Kolkata,2016,5,May,Summer,39.2,26.5,32.9,0.0,73,19.9,10.7,58,Hot
2016-05-26,Kolkata,2016,5,May,Summer,38.5,26.3,32.4,0.0,63,7.2,8.7,136,Hot
2016-05-27,Kolkata,2016,5,May,Summer,38.8,29.5,34.1,0.0,73,5.7,12.2,103,Hot
2016-05-28,Kolkata,2016,5,May,Summer,38.8,29.6,34.2,0.0,76,21.0,23.8,123,Hot
2016-05-29,Kolkata,2016,5,May,Summer,38.2,30.6,34.4,0.0,65,22.3,14.2,84,Hot
2016-05-30,Kolkata,2016,5,May,Summer,39.4,28.7,34.0,0.0,62,19.5,9.8,113,Hot
2016-05-31,Kolkata,2016,5,May,Summer,38.8,29.6,34.2,0.0,60,10.1,15.5,196,Hot
2016-06-01,Kolkata,2016,6,Jun,Monsoon,36.2,25.5,30.9,1.6,86,19.6,16.0,145,Light Rain
2016-06-02,Kolkata,2016,6,Jun,Monsoon,35.0,27.0,31.0,0.0,95,6.0,8.3,94,Foggy
2016-06-03,Kolkata,2016,6,Jun,Monsoon,34.8,28.6,31.7,0.1,79,13.1,17.0,130,Light Rain
2016-06-04,Kolkata,2016,6,Jun,Monsoon,34.8,26.6,30.7,0.0,83,11.0,24.6,97,Clear
2016-06-05,Kolkata,2016,6,Jun,Monsoon,33.8,25.5,29.6,0.0,85,25.3,13.2,121,Clear
2016-06-06,Kolkata,2016,6,Jun,Monsoon,37.6,25.3,31.5,0.5,86,23.9,18.2,121,Light Rain
2016-06-07,Kolkata,2016,6,Jun,Monsoon,36.4,25.6,31.0,0.0,95,38.0,7.3,110,Foggy
2016-06-08,Kolkata,2016,6,Jun,Monsoon,33.3,26.1,29.7,0.0,83,27.9,21.8,72,Clear
2016-06-09,Kolkata,2016,6,Jun,Monsoon,35.3,26.2,30.8,14.8,84,34.3,14.5,120,Rainy
2016-06-10,Kolkata,2016,6,Jun,Monsoon,35.4,26.1,30.8,18.5,89,18.4,11.6,92,Rainy
2016-06-11,Kolkata,2016,6,Jun,Monsoon,37.2,28.5,32.9,50.8,84,17.1,21.5,106,Heavy Rain
2016-06-12,Kolkata,2016,6,Jun,Monsoon,36.7,26.5,31.6,3.3,84,19.5,11.2,141,Light Rain
2016-06-13,Kolkata,2016,6,Jun,Monsoon,37.1,24.7,30.9,121.4,84,13.0,13.8,133,Heavy Rain
2016-06-14,Kolkata,2016,6,Jun,Monsoon,35.0,25.3,30.1,0.0,85,21.4,4.8,121,Clear
2016-06-15,Kolkata,2016,6,Jun,Monsoon,32.8,26.0,29.4,0.0,83,4.3,19.7,96,Clear
2016-06-16,Kolkata,2016,6,Jun,Monsoon,34.2,26.4,30.3,0.0,92,8.2,9.9,62,Foggy
2016-06-17,Kolkata,2016,6,Jun,Monsoon,33.0,25.6,29.3,0.0,86,26.2,12.5,108,Foggy
2016-06-18,Kolkata,2016,6,Jun,Monsoon,35.1,28.6,31.9,2.4,83,12.9,14.1,79,Light Rain
2016-06-19,Kolkata,2016,6,Jun,Monsoon,34.0,24.4,29.2,4.3,95,0.6,4.2,125,Light Rain
2016-06-20,Kolkata,2016,6,Jun,Monsoon,34.8,27.2,31.0,6.9,96,28.7,9.2,106,Light Rain
2016-06-21,Kolkata,2016,6,Jun,Monsoon,35.5,26.6,31.1,13.3,82,23.7,14.5,116,Rainy
2016-06-22,Kolkata,2016,6,Jun,Monsoon,35.1,25.5,30.3,0.0,92,24.4,3.8,96,Foggy
2016-06-23,Kolkata,2016,6,Jun,Monsoon,37.4,22.6,30.0,11.8,86,17.9,4.4,98,Rainy
2016-06-24,Kolkata,2016,6,Jun,Monsoon,34.9,26.2,30.5,0.0,95,21.5,12.5,68,Foggy
2016-06-25,Kolkata,2016,6,Jun,Monsoon,33.7,27.5,30.6,48.6,84,17.5,20.1,70,Rainy
2016-06-26,Kolkata,2016,6,Jun,Monsoon,36.4,27.0,31.7,9.6,87,16.4,13.3,120,Light Rain
2016-06-27,Kolkata,2016,6,Jun,Monsoon,35.7,23.6,29.7,0.0,85,9.3,16.3,109,Clear
2016-06-28,Kolkata,2016,6,Jun,Monsoon,35.0,27.2,31.1,0.0,86,15.0,13.2,98,Foggy
2016-06-29,Kolkata,2016,6,Jun,Monsoon,36.8,25.1,30.9,0.5,94,21.2,8.1,94,Light Rain
2016-06-30,Kolkata,2016,6,Jun,Monsoon,36.7,25.5,31.1,0.0,96,30.1,4.2,82,Foggy
2016-07-01,Kolkata,2016,7,Jul,Monsoon,34.4,21.8,28.1,0.0,89,14.6,0.6,74,Foggy
2016-07-02,Kolkata,2016,7,Jul,Monsoon,32.5,22.0,27.2,4.3,86,16.2,15.4,111,Light Rain
2016-07-03,Kolkata,2016,7,Jul,Monsoon,32.0,22.2,27.1,5.5,91,25.2,10.2,50,Light Rain
2016-07-04,Kolkata,2016,7,Jul,Monsoon,31.3,22.6,27.0,0.0,87,14.9,19.2,165,Foggy
2016-07-05,Kolkata,2016,7,Jul,Monsoon,29.6,23.8,26.7,0.0,85,19.0,14.1,75,Clear
2016-07-06,Kolkata,2016,7,Jul,Monsoon,32.3,22.6,27.4,6.6,92,16.8,6.0,111,Light Rain
2016-07-07,Kolkata,2016,7,Jul,Monsoon,29.3,20.4,24.9,0.0,85,22.9,14.1,93,Clear
2016-07-08,Kolkata,2016,7,Jul,Monsoon,30.8,25.0,27.9,0.0,81,3.4,12.1,125,Clear
2016-07-09,Kolkata,2016,7,Jul,Monsoon,32.2,21.1,26.7,0.0,87,26.9,16.0,114,Foggy
2016-07-10,Kolkata,2016,7,Jul,Monsoon,32.3,21.1,26.7,26.8,92,32.0,9.2,138,Rainy
2016-07-11,Kolkata,2016,7,Jul,Monsoon,31.1,22.0,26.6,14.3,83,11.6,12.5,167,Rainy
2016-07-12,Kolkata,2016,7,Jul,Monsoon,30.9,23.9,27.4,30.6,85,0.0,15.1,77,Rainy
2016-07-13,Kolkata,2016,7,Jul,Monsoon,33.2,21.1,27.2,0.0,83,17.9,19.5,114,Clear
2016-07-14,Kolkata,2016,7,Jul,Monsoon,31.5,22.7,27.1,2.3,88,29.5,21.5,100,Light Rain
2016-07-15,Kolkata,2016,7,Jul,Monsoon,30.8,21.2,26.0,0.0,79,23.8,8.0,42,Clear
2016-07-16,Kolkata,2016,7,Jul,Monsoon,33.1,22.9,28.0,13.7,86,8.6,15.3,108,Rainy
2016-07-17,Kolkata,2016,7,Jul,Monsoon,31.9,22.3,27.1,11.7,88,35.4,17.0,68,Rainy
2016-07-18,Kolkata,2016,7,Jul,Monsoon,31.0,21.4,26.2,0.0,75,18.8,13.2,100,Clear
2016-07-19,Kolkata,2016,7,Jul,Monsoon,31.9,21.2,26.5,0.0,91,19.5,6.2,123,Foggy
2016-07-20,Kolkata,2016,7,Jul,Monsoon,32.6,20.9,26.8,0.0,86,16.6,12.1,69,Foggy
2016-07-21,Kolkata,2016,7,Jul,Monsoon,31.1,23.6,27.4,0.0,83,25.2,14.8,115,Clear
2016-07-22,Kolkata,2016,7,Jul,Monsoon,30.2,23.4,26.8,0.0,97,12.4,10.8,71,Foggy
2016-07-23,Kolkata,2016,7,Jul,Monsoon,32.0,20.6,26.3,0.0,88,16.4,14.7,149,Foggy
2016-07-24,Kolkata,2016,7,Jul,Monsoon,33.9,21.8,27.9,0.0,92,27.2,10.2,114,Foggy
2016-07-25,Kolkata,2016,7,Jul,Monsoon,32.5,21.7,27.1,0.0,98,21.2,7.3,125,Foggy
2016-07-26,Kolkata,2016,7,Jul,Monsoon,32.4,24.5,28.4,0.0,86,24.1,14.4,59,Foggy
2016-07-27,Kolkata,2016,7,Jul,Monsoon,32.0,23.1,27.6,2.4,75,24.6,8.8,131,Light Rain
2016-07-28,Kolkata,2016,7,Jul,Monsoon,32.3,19.6,25.9,1.9,90,13.3,8.9,133,Light Rain
2016-07-29,Kolkata,2016,7,Jul,Monsoon,31.5,20.2,25.9,7.6,86,32.0,20.6,95,Light Rain
2016-07-30,Kolkata,2016,7,Jul,Monsoon,31.0,23.6,27.3,8.2,88,22.1,20.6,140,Light Rain
2016-07-31,Kolkata,2016,7,Jul,Monsoon,32.3,20.9,26.6,5.2,88,14.8,9.6,76,Light Rain
2016-08-01,Kolkata,2016,8,Aug,Monsoon,34.1,23.5,28.8,0.0,99,8.4,8.0,94,Foggy
2016-08-02,Kolkata,2016,8,Aug,Monsoon,30.2,22.5,26.4,0.0,95,19.2,9.1,156,Foggy
2016-08-03,Kolkata,2016,8,Aug,Monsoon,31.4,21.1,26.2,0.0,93,14.5,11.8,119,Foggy
2016-08-04,Kolkata,2016,8,Aug,Monsoon,32.3,22.9,27.6,4.1,84,11.8,19.4,73,Light Rain
2016-08-05,Kolkata,2016,8,Aug,Monsoon,31.7,20.7,26.2,0.1,82,28.8,23.0,106,Light Rain
2016-08-06,Kolkata,2016,8,Aug,Monsoon,32.1,23.4,27.8,15.7,82,25.9,19.8,149,Rainy
2016-08-07,Kolkata,2016,8,Aug,Monsoon,29.1,21.2,25.1,0.0,82,30.2,19.0,143,Clear
2016-08-08,Kolkata,2016,8,Aug,Monsoon,30.4,22.2,26.3,0.0,78,9.2,15.6,116,Clear
2016-08-09,Kolkata,2016,8,Aug,Monsoon,32.6,21.3,27.0,0.0,89,18.0,11.4,97,Foggy
2016-08-10,Kolkata,2016,8,Aug,Monsoon,29.3,22.8,26.1,0.0,88,10.9,13.4,115,Foggy
2016-08-11,Kolkata,2016,8,Aug,Monsoon,31.5,20.7,26.1,28.6,94,13.5,6.2,108,Rainy
2016-08-12,Kolkata,2016,8,Aug,Monsoon,34.2,21.3,27.8,16.0,91,12.1,4.6,64,Rainy
2016-08-13,Kolkata,2016,8,Aug,Monsoon,32.3,21.2,26.8,0.0,81,33.7,17.4,120,Clear
2016-08-14,Kolkata,2016,8,Aug,Monsoon,32.5,24.0,28.2,192.3,94,8.6,10.4,117,Heavy Rain
2016-08-15,Kolkata,2016,8,Aug,Monsoon,36.5,22.0,29.2,9.1,89,24.0,4.3,69,Light Rain
2016-08-16,Kolkata,2016,8,Aug,Monsoon,31.1,22.1,26.6,0.0,85,14.7,14.0,39,Clear
2016-08-17,Kolkata,2016,8,Aug,Monsoon,32.7,21.8,27.2,45.2,84,10.1,17.5,136,Rainy
2016-08-18,Kolkata,2016,8,Aug,Monsoon,32.6,22.2,27.4,36.1,86,21.4,15.2,101,Rainy
2016-08-19,Kolkata,2016,8,Aug,Monsoon,29.2,22.3,25.8,0.0,82,25.0,10.7,92,Clear
2016-08-20,Kolkata,2016,8,Aug,Monsoon,30.8,22.7,26.8,34.2,87,3.3,24.4,103,Rainy
2016-08-21,Kolkata,2016,8,Aug,Monsoon,33.0,21.5,27.2,20.1,82,15.3,17.0,110,Rainy
2016-08-22,Kolkata,2016,8,Aug,Monsoon,30.7,22.7,26.7,9.7,94,25.6,5.5,99,Light Rain
2016-08-23,Kolkata,2016,8,Aug,Monsoon,32.1,23.6,27.9,0.0,89,28.1,6.7,142,Foggy
2016-08-24,Kolkata,2016,8,Aug,Monsoon,33.6,22.8,28.2,0.0,78,23.4,16.1,196,Clear
2016-08-25,Kolkata,2016,8,Aug,Monsoon,32.9,21.2,27.0,4.7,84,22.4,24.7,110,Light Rain
2016-08-26,Kolkata,2016,8,Aug,Monsoon,30.5,22.5,26.5,25.7,86,21.9,8.8,143,Rainy
2016-08-27,Kolkata,2016,8,Aug,Monsoon,31.5,23.6,27.6,0.0,81,19.3,14.7,145,Clear
2016-08-28,Kolkata,2016,8,Aug,Monsoon,34.1,23.4,28.8,4.8,89,21.6,9.8,111,Light Rain
2016-08-29,Kolkata,2016,8,Aug,Monsoon,31.6,20.6,26.1,0.7,75,9.3,13.6,113,Light Rain
2016-08-30,Kolkata,2016,8,Aug,Monsoon,32.8,19.5,26.1,9.9,82,21.0,23.5,72,Light Rain
