employee_id,age,gender,marital_status,education,education_field,department,job_role,business_travel,overtime,years_at_company,years_in_role,years_with_manager,num_companies_worked,monthly_income,percent_salary_hike,stock_option_level,performance_rating,job_satisfaction,environment_satisfaction,relationship_satisfaction,work_life_balance,job_involvement,training_times_last_year,distance_from_home,attrition
EMP-0732,51,Male,Married,Master,Medical,Sales,Sales Manager,Non-Travel,No,1,1,1,4,4683,16,0,3,2,3,2,2,3,1,6,Yes
EMP-0733,47,Male,Married,Bachelor,Other,Engineering,Tech Lead,Travel_Rarely,No,3,3,0,3,6165,13,1,3,3,3,2,4,3,3,6,No
EMP-0734,42,Male,Married,Bachelor,Medical,Sales,Sales Manager,Travel_Rarely,No,14,2,10,2,6022,19,1,3,3,3,3,3,3,1,2,No
EMP-0735,37,Male,Divorced,Bachelor,Medical,Engineering,Senior Engineer,Travel_Frequently,No,7,4,0,1,5757,25,2,4,3,2,3,3,3,5,1,No
EMP-0736,43,Male,Married,Bachelor,Medical,Customer Support,Customer Success Manager,Travel_Rarely,Yes,1,1,1,1,3247,24,3,3,1,4,3,2,3,3,1,Yes
EMP-0737,54,Female,Married,Bachelor,Medical,Engineering,Senior Engineer,Travel_Rarely,No,5,4,1,4,5566,18,0,3,1,3,3,3,3,5,8,No
EMP-0738,46,Male,Single,PhD,Human Resources,Sales,Sales Representative,Travel_Rarely,No,2,0,0,2,4259,14,0,3,4,2,4,3,4,0,8,Yes
EMP-0739,40,Male,Married,Bachelor,Medical,Finance,Auditor,Travel_Rarely,Yes,0,0,0,2,3441,19,0,3,3,4,3,2,3,2,2,Yes
EMP-0740,34,Male,Married,Bachelor,Marketing,Sales,Sales Manager,Travel_Rarely,Yes,14,1,5,2,5697,22,0,3,3,2,3,3,3,2,21,No
EMP-0741,42,Male,Single,High School,Life Sciences,Marketing,Content Specialist,Non-Travel,Yes,16,0,3,3,4262,17,0,3,1,3,3,2,3,1,3,Yes
EMP-0742,52,Male,Married,Master,Medical,Operations,Logistics Coordinator,Non-Travel,No,20,0,2,2,6836,11,0,3,2,3,3,1,4,2,18,No
EMP-0743,50,Male,Married,Bachelor,Other,Sales,Sales Executive,Non-Travel,No,0,0,0,5,2768,19,0,3,3,3,3,1,3,2,8,Yes
EMP-0744,47,Male,Single,Master,Technical Degree,Finance,Accountant,Travel_Rarely,No,10,0,10,4,6403,16,0,3,2,3,3,2,3,3,7,No
EMP-0745,31,Male,Married,Bachelor,Other,Sales,Sales Manager,Travel_Rarely,Yes,6,3,4,1,4838,15,1,2,3,2,4,2,3,4,5,Yes
EMP-0746,51,Male,Single,High School,Other,Finance,Accountant,Travel_Frequently,No,2,0,2,3,3471,16,0,3,1,1,4,4,3,5,29,No
EMP-0747,30,Female,Single,Bachelor,Human Resources,Finance,Finance Manager,Travel_Frequently,No,4,0,2,4,5592,24,0,3,3,4,4,3,4,5,6,No
EMP-0748,42,Male,Single,Bachelor,Other,Finance,Finance Manager,Travel_Rarely,No,6,2,2,2,6176,24,2,2,3,1,4,4,3,2,1,No
EMP-0749,35,Female,Divorced,Master,Life Sciences,Sales,Sales Representative,Travel_Frequently,Yes,1,1,0,2,3572,19,0,2,3,3,4,3,3,0,4,Yes
EMP-0750,41,Female,Married,High School,Technical Degree,Sales,Sales Manager,Travel_Rarely,Yes,11,1,0,2,4554,14,0,1,4,3,4,4,3,4,7,No
EMP-0751,39,Male,Divorced,Bachelor,Life Sciences,Customer Support,Support Executive,Non-Travel,No,17,8,1,1,4350,12,0,4,3,3,4,3,3,2,29,No
EMP-0752,38,Female,Married,Bachelor,Human Resources,HR,Recruiter,Travel_Rarely,No,13,0,11,1,3906,24,1,3,3,3,4,3,2,3,1,No
EMP-0753,22,Female,Divorced,Master,Marketing,Customer Support,Support Executive,Travel_Rarely,No,4,2,4,4,3502,16,1,3,3,4,3,4,4,1,3,No
EMP-0754,41,Male,Married,Master,Medical,Operations,Logistics Coordinator,Travel_Rarely,No,0,0,0,4,3917,25,1,4,4,3,3,3,3,3,3,No
EMP-0755,31,Male,Married,Master,Marketing,Operations,Operations Manager,Travel_Rarely,No,0,0,0,1,4872,13,1,3,3,4,3,4,3,3,1,No
EMP-0756,37,Female,Married,Bachelor,Life Sciences,Marketing,Content Specialist,Travel_Rarely,No,11,0,0,2,4442,14,2,3,2,3,4,2,1,2,29,No
EMP-0757,35,Female,Married,Bachelor,Marketing,Sales,Sales Manager,Non-Travel,No,3,3,1,1,4163,21,3,3,3,3,3,4,3,3,7,No
EMP-0758,37,Female,Married,Master,Technical Degree,Engineering,Tech Lead,Travel_Rarely,No,0,0,0,2,6995,22,0,3,4,4,3,4,3,5,26,No
EMP-0759,41,Female,Married,Master,Life Sciences,Sales,Sales Executive,Travel_Rarely,Yes,0,0,0,2,3491,11,0,4,1,3,4,4,3,3,4,No
EMP-0760,43,Male,Single,Bachelor,Technical Degree,Operations,Logistics Coordinator,Travel_Rarely,No,7,0,2,2,4019,23,0,3,3,2,2,3,3,3,16,No
EMP-0761,45,Female,Married,High School,Technical Degree,Engineering,Senior Engineer,Non-Travel,No,0,0,0,2,4199,23,0,4,4,4,1,2,3,3,1,No
EMP-0762,30,Male,Divorced,Bachelor,Other,Marketing,Marketing Analyst,Travel_Rarely,Yes,7,1,7,2,4262,17,0,3,4,3,3,4,3,3,1,No
EMP-0763,31,Male,Married,Bachelor,Other,Marketing,Marketing Analyst,Travel_Rarely,No,9,0,3,4,4120,25,0,4,4,2,2,3,3,3,1,No
EMP-0764,31,Male,Single,Bachelor,Human Resources,Sales,Sales Representative,Non-Travel,No,2,2,2,4,2883,18,0,3,3,3,3,1,3,2,5,No
EMP-0765,53,Female,Married,Master,Medical,Engineering,Senior Engineer,Travel_Rarely,Yes,19,1,0,2,10415,13,2,3,3,3,4,1,3,4,29,No
EMP-0766,34,Male,Married,Bachelor,Technical Degree,Customer Support,Support Executive,Travel_Rarely,Yes,16,0,8,4,3836,24,0,3,1,3,4,3,1,3,6,No
EMP-0767,25,Female,Divorced,Bachelor,Human Resources,Operations,Logistics Coordinator,Travel_Rarely,No,7,3,4,1,3430,12,2,3,3,2,4,3,1,1,1,No
EMP-0768,39,Male,Married,Bachelor,Other,Finance,Accountant,Travel_Frequently,No,5,1,3,1,4263,21,1,3,3,3,4,3,3,4,29,No
EMP-0769,53,Male,Divorced,High School,Technical Degree,Finance,Finance Manager,Travel_Rarely,No,2,0,2,2,4103,15,0,2,3,4,4,3,3,5,14,No
EMP-0770,42,Female,Single,Bachelor,Technical Degree,Customer Support,Support Executive,Travel_Rarely,No,5,0,0,3,2629,21,1,3,3,4,4,3,3,3,10,No
EMP-0771,22,Male,Married,Master,Marketing,Engineering,Senior Engineer,Non-Travel,No,3,0,3,3,6232,19,1,4,2,3,3,2,3,2,2,Yes
EMP-0772,49,Male,Divorced,Bachelor,Human Resources,Finance,Accountant,Non-Travel,Yes,12,1,3,1,5158,13,0,4,4,3,4,3,3,3,11,No
EMP-0773,42,Male,Single,Bachelor,Marketing,Customer Support,Customer Success Manager,Non-Travel,No,3,1,2,1,3361,24,1,4,1,4,3,3,3,4,9,No
EMP-0774,28,Male,Married,Bachelor,Human Resources,Operations,Logistics Coordinator,Non-Travel,Yes,7,1,2,1,3357,19,2,3,3,4,4,3,3,0,20,No
EMP-0775,31,Male,Single,Master,Medical,Customer Support,Support Lead,Travel_Rarely,No,2,0,2,1,3903,13,0,3,3,1,4,2,3,2,9,Yes
EMP-0776,30,Male,Married,Master,Technical Degree,Engineering,Tech Lead,Non-Travel,No,2,2,2,2,7955,22,0,3,3,2,4,4,3,0,5,No
EMP-0777,43,Male,Married,Bachelor,Human Resources,Engineering,Tech Lead,Travel_Rarely,Yes,14,14,3,2,9088,16,0,3,1,4,3,2,3,2,4,No
EMP-0778,23,Female,Married,Bachelor,Life Sciences,Operations,Operations Manager,Travel_Rarely,No,5,1,1,4,4811,17,0,2,3,1,3,3,1,3,1,No
EMP-0779,37,Male,Single,PhD,Technical Degree,Engineering,Tech Lead,Non-Travel,No,3,2,3,1,10206,21,0,3,3,2,1,3,1,2,5,No
EMP-0780,46,Male,Single,PhD,Technical Degree,Finance,Accountant,Non-Travel,No,2,0,2,3,6499,19,2,4,2,3,2,1,4,3,8,No
EMP-0781,35,Male,Divorced,Bachelor,Technical Degree,Operations,Logistics Coordinator,Non-Travel,No,3,1,3,1,2970,17,2,3,3,1,2,4,3,1,17,No
EMP-0782,37,Male,Married,High School,Medical,Sales,Sales Executive,Travel_Rarely,Yes,1,1,1,2,2503,23,1,3,1,2,1,2,2,4,26,Yes
EMP-0783,22,Female,Married,Master,Medical,Engineering,Senior Engineer,Travel_Rarely,Yes,4,4,4,1,6019,17,1,3,1,3,4,3,3,3,8,No
EMP-0784,29,Female,Married,Master,Other,Customer Support,Support Lead,Non-Travel,No,11,1,1,1,5469,12,3,3,4,2,1,1,4,4,6,No
EMP-0785,52,Male,Single,Bachelor,Life Sciences,Engineering,Software Engineer,Travel_Rarely,No,3,2,3,3,4656,24,3,3,3,4,2,3,3,1,2,No
EMP-0786,40,Male,Married,Bachelor,Medical,Engineering,Data Analyst,Non-Travel,No,4,4,4,3,4898,17,1,4,4,2,1,3,3,3,1,No
EMP-0787,38,Male,Single,PhD,Technical Degree,HR,Payroll Specialist,Travel_Rarely,No,1,0,1,4,4047,20,0,3,1,2,4,3,2,3,5,Yes
EMP-0788,37,Male,Single,Bachelor,Marketing,Engineering,Data Analyst,Travel_Rarely,Yes,6,1,0,5,5826,12,3,3,3,4,1,3,3,3,6,No
EMP-0789,36,Female,Single,Master,Medical,Engineering,Data Analyst,Travel_Frequently,Yes,5,0,5,1,6302,17,2,3,3,1,3,4,3,3,7,Yes
EMP-0790,33,Female,Single,Bachelor,Life Sciences,HR,Recruiter,Non-Travel,No,8,7,4,2,3171,23,0,4,2,4,2,3,2,3,6,No
EMP-0791,29,Female,Married,Bachelor,Human Resources,Engineering,Data Analyst,Travel_Frequently,No,9,2,0,4,6720,19,2,3,3,2,3,3,3,2,2,No
EMP-0792,52,Male,Married,PhD,Marketing,Sales,Sales Manager,Travel_Rarely,No,0,0,0,2,5704,24,0,4,3,4,2,2,3,4,3,No
EMP-0793,27,Male,Married,Bachelor,Other,Customer Support,Customer Success Manager,Travel_Rarely,No,6,1,0,1,4179,17,0,3,3,4,3,3,4,1,4,No
EMP-0794,42,Female,Married,Bachelor,Medical,Customer Support,Support Lead,Travel_Frequently,No,1,1,1,5,3368,19,1,3,2,3,2,2,4,2,6,Yes
EMP-0795,44,Female,Married,High School,Human Resources,Sales,Sales Executive,Travel_Frequently,No,4,4,4,4,2508,23,1,4,3,2,1,3,1,2,3,No
EMP-0796,39,Male,Married,High School,Marketing,Marketing,Content Specialist,Non-Travel,No,6,0,0,2,3212,12,1,4,3,4,2,2,3,6,1,No
EMP-0797,38,Male,Single,Bachelor,Marketing,HR,Recruiter,Travel_Rarely,No,1,1,1,1,2513,17,3,3,2,2,3,3,2,3,1,Yes
EMP-0798,54,Male,Married,PhD,Marketing,Finance,Auditor,Non-Travel,No,11,4,5,4,8127,21,0,3,1,1,4,2,4,1,13,No
EMP-0799,22,Female,Divorced,Bachelor,Life Sciences,Engineering,Senior Engineer,Travel_Rarely,No,2,2,2,5,4877,16,0,3,3,3,4,3,3,2,7,No
EMP-0800,37,Male,Divorced,Bachelor,Other,Operations,Operations Manager,Travel_Rarely,No,9,9,0,1,5575,24,0,3,4,4,3,3,4,4,6,No
EMP-0801,33,Male,Single,Bachelor,Marketing,Sales,Sales Manager,Travel_Frequently,Yes,0,0,0,2,3328,21,2,3,4,4,4,3,3,3,19,Yes
EMP-0802,58,Female,Single,PhD,Medical,Sales,Sales Manager,Travel_Rarely,No,2,2,2,3,5446,17,3,3,3,3,4,4,3,3,29,No
EMP-0803,43,Male,Single,Master,Life Sciences,Engineering,Tech Lead,Non-Travel,No,3,0,0,4,7971,24,2,4,1,4,3,3,4,3,2,No
EMP-0804,48,Female,Single,Master,Human Resources,Engineering,Software Engineer,Non-Travel,No,4,0,4,4,7087,15,2,2,4,3,3,3,4,4,1,No
EMP-0805,40,Female,Divorced,Master,Technical Degree,Engineering,Tech Lead,Non-Travel,No,1,0,1,3,6845,14,1,3,1,2,4,3,3,3,14,Yes
EMP-0806,39,Male,Married,Bachelor,Other,Finance,Auditor,Non-Travel,No,0,0,0,2,3878,25,1,3,2,3,4,3,3,2,1,No
EMP-0807,28,Female,Divorced,Master,Life Sciences,Sales,Sales Executive,Non-Travel,No,4,2,0,3,4212,19,1,3,2,2,4,3,3,4,1,No
EMP-0808,46,Male,Married,High School,Medical,Finance,Finance Analyst,Non-Travel,No,3,0,3,3,3699,16,1,3,4,3,4,3,4,2,1,No
EMP-0809,50,Male,Married,Bachelor,Technical Degree,Sales,Sales Representative,Travel_Rarely,No,7,2,1,1,3740,25,1,3,3,2,3,3,3,3,6,No
EMP-0810,29,Male,Married,Bachelor,Marketing,Customer Support,Support Lead,Non-Travel,Yes,8,0,1,1,3987,23,3,3,1,3,4,4,3,3,14,No
EMP-0811,37,Male,Married,Master,Life Sciences,Sales,Sales Executive,Travel_Rarely,No,4,0,4,1,4421,19,0,3,4,2,4,3,3,2,6,No
EMP-0812,45,Female,Single,PhD,Other,Sales,Sales Manager,Travel_Rarely,Yes,2,2,0,2,5619,11,3,3,3,1,3,1,3,2,9,Yes
EMP-0813,30,Female,Married,Master,Life Sciences,Marketing,Marketing Analyst,Non-Travel,Yes,0,0,0,1,3685,23,1,3,4,2,2,4,3,2,11,No
EMP-0814,29,Male,Married,Master,Other,Operations,Logistics Coordinator,Travel_Frequently,No,11,0,0,1,4805,22,0,2,3,4,3,4,2,2,5,No
EMP-0815,37,Male,Married,Bachelor,Technical Degree,Customer Support,Support Executive,Travel_Rarely,Yes,2,2,2,2,2546,21,0,3,4,4,2,3,3,5,11,No
EMP-0816,22,Male,Married,PhD,Other,HR,HR Manager,Travel_Frequently,Yes,4,4,4,2,5344,14,1,3,2,4,4,2,3,1,4,Yes
EMP-0817,40,Male,Divorced,PhD,Technical Degree,HR,Recruiter,Non-Travel,Yes,1,1,1,4,3581,13,0,4,2,3,3,3,4,3,5,Yes
EMP-0818,34,Male,Single,PhD,Medical,Sales,Sales Representative,Non-Travel,No,12,2,7,1,5424,20,1,3,3,3,2,2,4,3,3,No
EMP-0819,45,Male,Married,Bachelor,Medical,Sales,Sales Executive,Travel_Rarely,No,2,2,2,2,2840,14,0,3,3,3,3,3,3,3,1,No
EMP-0820,43,Male,Married,Bachelor,Marketing,Operations,Logistics Coordinator,Non-Travel,No,1,0,1,2,2923,15,0,3,4,4,4,3,3,1,3,No
EMP-0821,37,Female,Married,Bachelor,Human Resources,Marketing,Marketing Manager,Travel_Rarely,Yes,5,3,1,1,4546,13,2,3,4,4,4,2,3,3,5,No
EMP-0822,45,Male,Single,Master,Human Resources,Engineering,Senior Engineer,Non-Travel,No,5,5,0,2,6502,14,0,3,3,3,1,4,2,4,4,No
EMP-0823,37,Male,Married,PhD,Medical,Customer Support,Customer Success Manager,Travel_Frequently,Yes,11,1,2,3,7016,12,0,4,3,3,3,3,1,2,7,No
EMP-0824,26,Male,Married,Master,Other,Engineering,Tech Lead,Travel_Rarely,No,1,0,1,1,8353,14,0,2,3,2,2,1,3,3,1,Yes
EMP-0825,32,Female,Single,Bachelor,Medical,Customer Support,Support Executive,Travel_Frequently,Yes,4,4,2,1,2506,22,0,3,4,1,3,4,3,1,2,Yes
EMP-0826,48,Male,Divorced,Bachelor,Human Resources,Engineering,Data Analyst,Travel_Frequently,Yes,7,0,0,3,5275,14,1,4,3,1,3,3,3,5,25,Yes
EMP-0827,42,Female,Married,PhD,Technical Degree,Sales,Sales Representative,Non-Travel,No,13,4,0,4,5704,16,1,3,1,3,4,2,3,2,6,No
EMP-0828,32,Female,Single,Master,Other,Sales,Sales Executive,Non-Travel,Yes,6,1,2,3,4237,14,0,3,3,2,2,2,3,3,1,Yes
EMP-0829,49,Male,Married,Master,Marketing,Customer Support,Support Executive,Travel_Rarely,No,18,0,11,1,5266,17,0,4,2,3,2,1,3,4,1,No
EMP-0830,43,Male,Single,Bachelor,Medical,Sales,Sales Manager,Travel_Rarely,No,15,2,4,2,6265,13,3,3,4,4,4,4,4,4,3,No
EMP-0831,36,Male,Single,Master,Technical Degree,Finance,Auditor,Non-Travel,Yes,6,0,1,1,5796,24,0,3,4,1,3,3,3,5,20,No
EMP-0832,27,Female,Married,Bachelor,Life Sciences,Operations,Operations Analyst,Travel_Rarely,No,9,3,0,2,4276,11,2,3,4,1,2,4,4,2,12,No
EMP-0833,45,Male,Single,Bachelor,Human Resources,Sales,Sales Representative,Non-Travel,No,1,0,1,2,3077,12,0,4,1,3,4,2,4,3,5,Yes
EMP-0834,46,Female,Married,Bachelor,Medical,Engineering,Software Engineer,Travel_Frequently,No,10,5,4,1,6066,15,2,2,1,1,3,1,4,1,1,No
EMP-0835,29,Female,Married,Bachelor,Life Sciences,Finance,Finance Analyst,Travel_Frequently,No,4,4,0,2,4780,12,3,2,3,4,1,2,3,2,7,No
EMP-0836,30,Male,Married,Bachelor,Medical,Marketing,Marketing Manager,Travel_Rarely,No,3,3,1,1,4975,15,1,3,4,1,2,3,3,4,5,No
EMP-0837,25,Male,Divorced,High School,Marketing,Engineering,Software Engineer,Travel_Rarely,No,7,4,2,6,4631,22,1,2,3,2,2,3,2,3,4,No
EMP-0838,42,Male,Married,Master,Human Resources,Engineering,Software Engineer,Non-Travel,No,12,0,2,3,7674,22,0,3,1,2,3,4,3,3,14,No
EMP-0839,34,Male,Divorced,High School,Life Sciences,Finance,Finance Manager,Travel_Frequently,Yes,13,1,13,2,6644,20,1,3,4,4,4,2,3,5,5,No
EMP-0840,32,Male,Married,Bachelor,Medical,Operations,Operations Analyst,Non-Travel,Yes,0,0,0,2,2711,21,1,3,1,3,3,2,3,3,29,Yes
EMP-0841,45,Female,Married,Master,Medical,Sales,Sales Executive,Travel_Rarely,No,3,1,1,3,4271,25,0,3,3,4,1,4,4,2,1,No
EMP-0842,42,Female,Married,High School,Technical Degree,Marketing,Marketing Manager,Travel_Rarely,No,23,0,2,3,6673,15,2,3,2,2,4,3,3,3,11,No
EMP-0843,45,Female,Single,Master,Marketing,HR,HR Executive,Travel_Rarely,No,2,2,2,2,3258,16,0,4,2,4,2,3,3,3,2,No
EMP-0844,41,Male,Divorced,PhD,Medical,Customer Support,Support Lead,Travel_Frequently,Yes,0,0,0,2,4871,12,1,3,3,4,2,3,4,4,17,Yes
EMP-0845,55,Male,Single,Master,Medical,Engineering,Software Engineer,Non-Travel,No,26,2,9,1,11339,12,0,3,2,3,4,1,3,1,7,No
EMP-0846,24,Female,Single,Bachelor,Technical Degree,Marketing,Marketing Manager,Travel_Frequently,No,6,6,1,1,5469,23,1,3,3,3,1,4,3,0,8,No
EMP-0847,36,Female,Single,Bachelor,Life Sciences,Engineering,Senior Engineer,Travel_Rarely,No,9,4,2,3,5851,11,1,3,2,2,4,2,3,3,11,Yes
EMP-0848,24,Male,Married,High School,Marketing,Engineering,Tech Lead,Travel_Frequently,No,1,0,1,2,5331,11,0,3,3,2,3,2,3,2,2,No
EMP-0849,43,Male,Married,Bachelor,Human Resources,Sales,Sales Representative,Non-Travel,No,6,6,1,1,3399,18,0,3,3,1,4,3,4,2,29,No
EMP-0850,30,Male,Married,Master,Medical,Operations,Logistics Coordinator,Travel_Rarely,No,5,1,0,4,4179,11,0,4,1,3,2,2,3,0,22,No
EMP-0851,26,Male,Single,Bachelor,Human Resources,HR,HR Manager,Travel_Frequently,Yes,5,5,0,4,3976,24,0,3,3,3,4,2,3,2,13,Yes
EMP-0852,29,Male,Married,Bachelor,Other,HR,HR Manager,Travel_Rarely,No,11,0,2,2,4431,15,1,4,3,4,4,2,4,1,10,No
EMP-0853,24,Male,Divorced,Bachelor,Other,Customer Support,Support Executive,Travel_Rarely,No,6,4,2,2,2818,21,0,3,2,3,3,2,2,2,11,No
EMP-0854,34,Female,Divorced,Bachelor,Medical,HR,HR Executive,Travel_Rarely,No,0,0,0,1,2857,20,2,3,4,3,3,3,4,3,3,No
EMP-0855,33,Male,Married,Bachelor,Medical,Finance,Auditor,Travel_Rarely,No,15,2,1,3,5931,20,3,4,2,3,2,1,3,2,3,No
EMP-0856,31,Male,Single,Master,Medical,Sales,Sales Executive,Non-Travel,No,7,1,3,1,4203,16,0,3,3,4,3,3,4,3,4,No
EMP-0857,35,Female,Married,Bachelor,Medical,Customer Support,Support Executive,Travel_Frequently,No,7,0,0,1,2952,13,2,3,2,3,3,3,3,5,1,No
EMP-0858,42,Female,Divorced,Master,Technical Degree,Operations,Operations Manager,Non-Travel,Yes,1,1,0,3,4718,16,1,3,3,3,3,4,2,3,3,No
EMP-0859,42,Male,Single,Bachelor,Other,Engineering,Data Analyst,Travel_Frequently,Yes,1,0,1,2,4329,19,3,3,3,3,3,2,3,3,8,Yes
EMP-0860,40,Female,Single,Bachelor,Medical,Engineering,Senior Engineer,Travel_Rarely,No,5,0,2,2,5451,11,2,3,3,1,1,4,3,2,10,No
EMP-0861,41,Male,Married,High School,Technical Degree,Engineering,Data Analyst,Non-Travel,No,1,1,1,1,3907,20,0,4,3,4,4,1,2,3,3,No
EMP-0862,48,Male,Divorced,Bachelor,Medical,Finance,Accountant,Travel_Rarely,No,7,0,3,4,4983,24,0,4,3,3,1,3,3,2,4,No
EMP-0863,33,Female,Married,Bachelor,Medical,Engineering,Software Engineer,Travel_Rarely,No,15,2,6,1,7572,18,0,3,2,1,4,3,3,3,1,Yes
EMP-0864,42,Female,Single,High School,Marketing,Sales,Sales Representative,Travel_Frequently,No,11,0,4,3,3158,16,3,3,4,2,3,2,2,5,1,Yes
EMP-0865,42,Male,Married,Bachelor,Life Sciences,Customer Support,Support Lead,Non-Travel,No,9,2,2,1,4103,23,3,4,3,1,2,3,3,3,29,No
EMP-0866,59,Male,Single,Bachelor,Technical Degree,Engineering,Tech Lead,Travel_Rarely,No,14,1,3,2,8349,18,3,3,1,4,4,3,2,2,6,No
EMP-0867,42,Male,Married,Bachelor,Marketing,Engineering,Software Engineer,Travel_Rarely,No,6,3,0,4,5067,23,1,4,4,4,3,3,4,1,2,No
EMP-0868,41,Male,Single,Bachelor,Other,Operations,Logistics Coordinator,Travel_Rarely,No,1,1,1,2,2731,17,2,3,3,4,3,3,3,2,8,No
EMP-0869,22,Female,Divorced,Bachelor,Other,HR,HR Executive,Travel_Rarely,No,4,4,4,1,3134,17,3,3,3,4,3,3,3,3,2,No
EMP-0870,29,Male,Divorced,PhD,Medical,HR,HR Executive,Travel_Rarely,No,4,0,4,3,4586,14,0,4,1,4,3,2,3,2,8,No
EMP-0871,34,Female,Married,Master,Life Sciences,Sales,Sales Manager,Travel_Rarely,No,10,1,10,4,5962,25,0,2,2,3,4,3,3,2,5,No
EMP-0872,49,Female,Married,Master,Human Resources,Customer Support,Customer Success Manager,Non-Travel,No,24,4,6,1,7594,15,0,3,2,3,1,2,4,1,9,No
EMP-0873,38,Female,Married,Bachelor,Other,Marketing,Content Specialist,Travel_Rarely,No,1,1,1,1,3100,20,0,3,2,4,3,3,3,3,15,No
EMP-0874,47,Female,Married,Master,Life Sciences,HR,Payroll Specialist,Travel_Rarely,No,0,0,0,5,3026,11,1,3,4,3,3,2,3,3,5,No
EMP-0875,50,Male,Married,Master,Technical Degree,Operations,Logistics Coordinator,Travel_Rarely,No,6,1,0,2,4508,15,1,3,3,4,3,3,2,4,1,No
EMP-0876,31,Male,Married,Master,Life Sciences,Marketing,Content Specialist,Non-Travel,No,7,5,1,4,5228,16,1,3,1,2,1,4,3,6,1,No
EMP-0877,43,Female,Single,Bachelor,Human Resources,Finance,Finance Analyst,Travel_Rarely,No,6,1,6,5,4438,20,0,3,2,3,3,3,2,4,1,No
EMP-0878,45,Male,Married,Master,Marketing,Customer Support,Customer Success Manager,Travel_Frequently,Yes,1,1,1,3,3758,21,3,4,3,4,3,2,3,2,1,Yes
EMP-0879,40,Female,Married,Bachelor,Marketing,Marketing,Content Specialist,Travel_Frequently,Yes,10,0,3,1,4042,23,3,4,2,3,3,3,3,1,1,Yes
EMP-0880,50,Male,Married,PhD,Technical Degree,Marketing,Marketing Manager,Travel_Frequently,No,2,0,2,1,6122,13,1,3,1,3,3,3,4,2,7,No
EMP-0881,33,Female,Divorced,High School,Life Sciences,Marketing,Content Specialist,Travel_Rarely,Yes,7,1,1,2,3258,16,0,3,4,3,2,3,2,2,10,No
EMP-0882,36,Male,Married,Bachelor,Medical,Sales,Sales Manager,Travel_Frequently,No,5,5,0,2,4538,25,0,3,4,3,2,3,4,1,5,No
EMP-0883,25,Female,Single,Bachelor,Life Sciences,Marketing,Content Specialist,Travel_Rarely,No,7,1,7,4,4044,12,1,3,4,2,3,3,2,4,6,No
EMP-0884,50,Male,Married,Master,Marketing,Sales,Sales Representative,Travel_Frequently,No,2,0,0,2,4062,17,2,3,4,4,3,4,4,3,10,No
EMP-0885,39,Male,Married,Master,Human Resources,Engineering,Senior Engineer,Travel_Rarely,No,7,7,0,5,7219,20,0,3,3,3,4,3,3,4,2,No
EMP-0886,31,Female,Divorced,Master,Technical Degree,Customer Support,Support Executive,Non-Travel,No,1,1,0,2,3418,12,0,1,1,2,3,3,3,4,29,Yes
EMP-0887,25,Female,Single,Master,Life Sciences,Operations,Operations Analyst,Travel_Rarely,No,2,1,1,2,4097,18,1,3,3,3,4,3,3,2,1,No
EMP-0888,38,Male,Divorced,PhD,Other,Finance,Auditor,Non-Travel,No,6,6,1,3,6585,18,1,3,3,4,3,2,1,2,2,No
EMP-0889,47,Female,Married,High School,Medical,Engineering,Senior Engineer,Non-Travel,No,4,1,0,2,4387,11,0,4,3,2,1,2,2,4,13,No
EMP-0890,35,Female,Single,Bachelor,Technical Degree,Engineering,Software Engineer,Non-Travel,No,7,3,7,1,5825,22,2,3,1,2,3,3,2,3,13,No
EMP-0891,22,Male,Married,Bachelor,Medical,Engineering,Tech Lead,Travel_Frequently,No,1,1,1,5,6100,19,1,3,3,3,4,3,3,4,14,Yes
EMP-0892,41,Female,Married,PhD,Other,HR,HR Manager,Non-Travel,No,3,1,0,2,5393,24,0,3,4,4,4,3,4,5,4,No
EMP-0893,32,Female,Married,Master,Life Sciences,Finance,Finance Manager,Travel_Rarely,No,6,4,6,4,7721,21,0,3,3,2,3,2,2,3,22,No
EMP-0894,38,Male,Married,PhD,Marketing,Operations,Operations Analyst,Travel_Rarely,No,16,1,1,2,6577,14,0,3,4,2,4,2,4,3,17,No
EMP-0895,38,Female,Married,Bachelor,Technical Degree,Operations,Logistics Coordinator,Travel_Frequently,No,1,1,0,3,2994,22,3,1,3,3,2,3,3,3,5,No
EMP-0896,32,Female,Divorced,Bachelor,Human Resources,Sales,Sales Representative,Travel_Frequently,No,14,4,2,2,4283,21,0,3,1,3,4,2,3,4,21,Yes
EMP-0897,39,Male,Married,Master,Human Resources,Sales,Sales Executive,Travel_Rarely,No,5,1,2,4,4159,21,0,3,4,3,3,3,3,4,4,No
EMP-0898,52,Female,Single,PhD,Life Sciences,HR,HR Executive,Non-Travel,No,8,0,4,4,4710,23,0,4,3,4,4,3,2,1,27,No
EMP-0899,47,Male,Single,Bachelor,Human Resources,Marketing,Marketing Analyst,Travel_Frequently,No,0,0,0,4,2902,11,2,3,3,1,2,2,4,3,4,Yes
EMP-0900,37,Male,Single,Master,Technical Degree,Finance,Auditor,Travel_Frequently,Yes,2,2,2,4,4899,17,1,2,2,2,2,2,3,4,2,Yes
EMP-0901,22,Female,Single,Master,Life Sciences,Sales,Sales Representative,Travel_Rarely,Yes,4,0,4,1,3989,22,3,3,2,4,3,3,3,5,2,Yes
